,company,rank,job_title,location,salary_range,link,description
145,Wolters Kluwer,3.6,Business Analyst - Global Onboarding,"Chicago, IL",$42K - $77K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e7a5e2d1&cb=1615413378422&jobListingId=4017532556,"Wolters Kluwer is a global leader in professional information services. Professionals in the areas of legal, business, tax, accounting, finance, audit, risk, compliance and healthcare rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world. Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.Within Wolters Kluwer, CT Corporation contains our expert information services businesses that serve large corporations, small businesses and law firms specializing in incorporation and legal business compliance solutions.Responsibilities:Client-facing role to onboard global clients to CT’s services through strong project management, problem solving, and a thorough understanding (or ability to interpret) global compliance regulationsDevelop and maintain a comprehensive understanding of the CT product line and systems, specifically as they relate to Global Corporate ServicesSupport the global onboarding team members with requests such as: working with a vendor to obtain signature on a scope of work, manage global onboarding portfolio reporting, and preparing requirement checklists to support client onboardingDevelop process documentation to formalize global onboarding process, best practices, and tools / templatesQualifications:A minimum of one to three years of global compliance or entity management experienceOne to three years of project management experienceBachelor's degree from an accredited college/universityPreferred Juris Doctorate from an accredited college/university (bar certification not required)Strong problem-solving skills and the ability to work autonomouslyStrong communication skills with the ability to foster and maintain a positive team dynamic and client experienceProficient with Microsoft Office Suite applications including Word, PowerPoint, and ExcelPreferred experience in CRM applications including Salesforce and Service Cloud"
146,Uline,3.7,Product Management Analyst (North of Chicago),"Chicago, IL",$58K - $98K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_91c092ef&cb=1615413378422&jobListingId=3776044697,"Product Management AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With a long history as a stable employer, we continue to look for passionate college graduates to join our team.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesPartner with Product Managers to source new products by reviewing customer comments and returns and completing competitor product reviews.Communicate with vendors to maintain relationships and solve issues.Participate in Uline's vendor research and sourcing strategies.Track and analyze raw material and currency indices to help negotiate product cost.Review sales trends and conduct market research to find growth opportunities.Collaborate with key Creative, Purchasing and Pricing stakeholders.Work with Quality Control team to maintain product quality and consistency.Visit vendors and attend product tradeshows to increase knowledge of manufacturing processes and market trends.Minimum RequirementsBachelor's degree. Marketing, Finance, and Supply Chain majors preferred.Proficient in Microsoft Office, especially in Excel.Organized and analytical with relentless attention to detail.Available for travel to tradeshows and vendor locations.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-POST#CORP"
147,BMO Harris Bank,3.7,Technology Analyst / Junior Architect,"Chicago, IL",$36K - $53K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e29ae3a&cb=1615413378422&jobListingId=3815609852,"Address:200 W Adams StreetJob Family Group:TechnologyAs a member of the BMO Harris Technology Strategy and Solutions team, the Junior Solution Architect, primarily supports domains architects in contributing to initiative and project-level design activities, especially detail design. Assists with developing implementable design patterns.Analyzes data and creates documents and plans in service of informing, advising, or updating stakeholders.Ensures the requirements map to a real business need, are approved by all relevant stakeholders, and meet essential quality standards.Participates in reviews or inspections, in collaboration with the project team, to ensure the quality of work products.Liaises with stakeholders to understand problems and opportunities and recommend solutions to enable the achievement of organizational goals.Builds exceptional relationships with business partners and internal stakeholders.Application design and design patternsAble to relate the design to end-to-end business processesSome data placement and data integration backgroundSome experience with application security/infrastructure, & deployment exposureSome experience with services management (APIs, REST, Web API, message-based/event-based architecture) development, integration and deploymentSome experience with (Cloud, DevOps, Agile)Interest in AI, Insights, Automation experienceWilling to design and build architecture prototypesAssists with and contributes to function area-specific target architecture, transition architectures, and technology roadmapAbility to learn/internalize existing information to assist several projects effectively and immediatelyStrong written / verbal communication skills to become a facilitatorQualifications2-5 years of IT experienceUniversity degreeTechnical proficiency gained through education and/or business experience.Verbal & written communication skills - In-depth.Collaboration & team skills - In-depth.Analytical and problem solving skills - In-depth.Influence skills - In-depth.Data driven decision making - In-depth.We’re here to helpAt BMO Harris Bank we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.As a member of the BMO Harris Bank team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.To find out more visit us at https://jobs.bmoharris.com .BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. BMO Harris Bank N.A. is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter."
148,"Insight Enterprises, Inc.",3.9,Finance Operations Analyst,"Addison, IL",$33K - $58K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e2813059&cb=1615413378423&jobListingId=3790539777,"Requisition Number: 78930As the Financial Operations Analyst you’ll focuses on the financial operations and analysis for the key support area. You’ll be performing a dynamic and high profile position requiring the you to utilize a broad range of financial, process, operational and communication skills,What you’ll be doing at Insight:Process and manage customer and vendor contracts as they relate to the billing processVerify and audit proper paperworkObtain any missing audit informationCreate contracts and price agreementsReview statements of work (SOWs)Determine correct revenue recognition, fee structures, and invoicing parametersReview revenue and expense recorded against contractsEnsure audit compliancePrepare client credits as requiredConduct internal audit as it relates to area of responsibilityAssist multiple teams in the finance departmentComplete submission of monthly reclasses, deferrals, and accruals based on Accounting GAAP guidelines.Provides leadership, assistance and advice to project management team, staffing managers and Insight sales teamsWhat you’ll need to work at Insight:Associates degree in Financial Management or AccountingMinimum 3-5 years of experience in customer service, accounting, billing, or service operations supportMinimum 1-2 years of operational management experienceMinimum 2 years of experience in various Accounting & Finance functionsMinimum 1 year in a business analysisThe position described above provides a summary of some the job duties required and what it would be like to work at Insight. For a comprehensive list of physical demands and work environment for this position, click here.Today, every business is a technology business. Insight Enterprises, Inc. empowers organizations of all sizes with Insight Intelligent Technology Solutions™ and services to maximize the business value of IT. As a Fortune 500-ranked global provider of digital innovation, cloud/data center transformation, connected workforce, and supply chain optimization solutions and services, we help clients successfully manage their IT today while transforming for tomorrow. From IT strategy and design to implementation and management, our 11,000 teammates help clients innovate and optimize their operations to run smarter. Discover more at insight.com.Founded in 1988 in Tempe, Arizona11,000+ teammates in 21 countries providing Insight Intelligent Technology Solutions™ for organizations across the globe$9.2 billion in revenue in 2018*Ranked #430 on the 2019 Fortune 500, #14 on the 2019 CRN Solution Provider 5002019 Adobe Americas Partner of the Year, 2019 Cisco Global-Americas Partner of the Year, 2019 Intel IoT Solutions Partner of the Year, Microsoft U.S. Azure Partner Choice Award for Data/AI, Microsoft Azure Expert Managed Services ProviderRanked #23 on the 2019 Fortune 50 Best Workplaces in Technology, #70 on the 2019 Fortune 100 Best Workplaces for Diversity, and #7 on the Phoenix Business Journal 2019 list of Best Places to Work (Extra Large Business)Signatory of the United Nations (UN) Global Compact and Affiliate Member of the Responsible Business AllianceProforma to include PCM, Inc. for fiscal year ended Dec. 31, 2018Today's talent leads tomorrow's success. Learn about careers at Insight: jobs.insight.com.Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law.Posting Notes: Addison || Illinois (US-IL) || United States (US) || None || None || US - Addison, IL; US - Tempe, AZ ||"
149,Uline,3.7,Exemption Analyst (North of Chicago),"Chicago, IL",$43K - $58K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_5a3c8576&cb=1615413378423&jobListingId=3791635582,"Exemption AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158At Uline, Finance isn’t just about the numbers; it’s about supporting the entire business.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesAnalyze sales tax exemption certificates for accuracy.Contact customers if documentation is missing or incomplete.Apply approved sales tax exemption certificates in our state-of-the-art customized software.Calculate and process sales tax credits based on exemption documentation.Collaborate with a cross-functional team of like-minded individuals to provide exceptional service.Minimum RequirementsHigh school diploma or equivalent. Bachelor's degree in Finance or Accounting preferred.Customer service experience a plus.Bilingual (English / Spanish) a plus.Excellent verbal and written communication skills.Strong analytical skills.Highly organized and detail-oriented with the ability to multitask.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with a 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-TE2#CORP"
150,ARYZTA Careers,3.1,Procurement Analyst-Risk,"Chicago, IL",$39K - $65K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_6072327c&cb=1615413378423&jobListingId=4003902424,"Procurement Analyst-RiskCity & State:Chicago, IL, US, 6065460654Job Category: Procurement/Purchasing60654ARYZTA is a global baking company with a Passion for Good Food. We provide our retail and foodservice customers with a portfolio of bakery solutions so they can deliver memorable, delicious food to consumers. With operations in the United States, Canada, South America, Europe, Asia, Australia and New Zealand, ARYZTA has become a global leader in the baked goods industry and one of the largest specialty bakery companies in the world. Our leading bakery brands in North America include La Brea Bakery®, Otis Spunkmeyer®, and Oakrun Farm Bakery®. We have 58 state-of-the-art bakeries and kitchens around the globe, with 20 of those in North America, and are committed to driving innovation, predicting upcoming consumer trends and flavors, and exceeding our customers’ expectations. The Americas team champions the values of Integrity, Ownership, Customer Focus, Creativity and Care to help us deliver on People Safety, Food Safety, Quality and Collaboration.Job TitleProcurement Analyst-Risk (Commodity Risk Management)LocationChicago, IL USADepartmentProcurementReporting toDirector, Procurement – Commodity Risk ManagementKey AccountabilitiesThe Procurement Analyst-Risk is responsible for commodity, economic and quantitative research/ analysis to support the commodity strategy and risk management operations for ARYZTA. This role will develop and enhance commodity risk management tools and models that allow for more effective strategy development and execution. The Analyst's responsibilities directly support business plans for the underlying commodities used in the procurement of ingredients and energy consumption. This position is strategically important to delivering Procurement’s cost of goods budgets within stated annual goals and objectives, and is critical to the price stability of finished foods.ResponsibilitiesSupport the business units through the development of commodity position reports, PPV models, and price forecasting tools.Responsible for system and database development, and the maintenance of audit traceable transaction records used in executing commodity trades.Regularly review impact of economic, trade flow and commodity movements, assessing trends and provide insights to Procurement team and business partners on underlying cost drivers.Create regular commodity reports to monitor market dynamics and potential price impacts to various categories.Contribute to the development of commodity risk management strategies.Develop presentation tools to be used in the monthly Commodity Price Risk Management Committee meeting; these tools are vital in communicating and gaining consensus for strategic hedging initiatives with the key Executive Leadership team members, including CFO and VP of ProcurementConsolidate views on variety of commodity markets for strategic category managers, procurement leadership, business unit leaders, and external customers.Train and coach team members necessary for performance of duties and responsibilities.Skills, Experience & QualificationsMinimum Bachelor’s degree in Finance, Business, Applied Mathematics, Econometrics, Engineering or similar.3 years of experience in applied research or modeling with an understanding of econometric techniques.Demonstrate working knowledge and experience of commodity hedging within the food and agriculture, energy, or related industries.Advanced knowledge in energy, agricultural, softs, metals and other commodity markets is a plus.Strong analytical, business process analysis and problem solving capabilitiesPersuasion skillsAbility to manage conflictDrive for resultsBusiness and financial insightsCustomer FocusOrganizational savvyAbility to manage ambiguityEffective written and verbal communication skillsARYZTA is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status."
151,Relativity,3.9,Technical Business Analyst - 20-0546,"Chicago, IL",$41K - $80K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=973056&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_977d28d6&cb=1615413378423&jobListingId=3703364617,"We are Relativity. A market-leading, global tech company that equips legal and compliance professionals with a powerful platform to organize data, discover the truth, and act on it.  The US Department of Justice, 199 of the Am Law 200, and more than 329,000 enabled users trust Relativity during litigation, internal investigations, and compliance projects. Our SaaS product, RelativityOne, has become the fastest-growing product in the company's history and we have consistently been named a great workplace. As we grow, we continue to seek individuals that will bring their whole, authentic self to our team.  We believe that great talent is not bound by geography and that what you do matters more than where you do it. Relativity has assumed a hybrid work strategy, allowing choice and flexibility for employees to work either from home, a physical Relativity office location (once safe to do so), or a combination of the two, within certain logistical boundaries. Submit your application to learn more from our recruiters or contact us for more details.  The Technical Business Analyst with DevEx acts as an advocate for developers creating solutions on top of the Relativity Platform. This position works directly with our external developer community, ensuring the best possible development experience on the Relativity Platform. Utilization of general software development knowledge, Relativity development best practices and customer facing skills will be combined to investigate areas of impact for customizations built for RelativityOne as well as Relativity Server. Responsibilities:Work with external developers to drive adoption and utilization of the Relativity platform within their organization Maintain technical understanding of the capabilities of our Relativity API’s and Platform while clearly communicating the benefits with our customers. Guides our customer’s designs and implementation decisions when developing on the Relativity Platform. Collaborate with developers to resolve technical issues with their application architecture. Communicates best development practices by providing clean, modern working code examples. Onboard new external developers with step-by-step instructions and review of each component to illustrate best practices. Answer development-related questions from external developers. Submit defects or product feedback requests discovered while assisting customers and developers. Coordinate with other teams to triage users to the appropriate team members. Communicate new available APIs to external developers. Exercise sound judgment and make independent decisions. Demonstrate consistent commitment to core company values. Preferred Qualifications Ability to manage multiple projects simultaneously and prioritize based on company and team objectives. Ability to work efficiently under pressure, drive projects to completion and meet deadlines. Flexibility and the ability to adapt quickly to shifting company or team goals. Strong business acumen, including problem-solving and critical thinking. Minimum Qualifications 1 - 2 years of experience with .NET software development using C# and Microsoft SQL Server and in web development using JavaScript, ASP.NET, MVC and/or AJAX. Ability to present complex technological concepts clearly and concisely to technical and non-technical audiences. Thorough understanding of the software development life cycle. At Relativity, we live our core values and we thrive on solving complex problems. We’re dedicated to continually improving our product and providing relentless customer service, and we’re always looking for people to join us on the journey.  Relativity is a team of smart, passionate people always looking to grow, contribute, and make our product and customer service the best it can be. Our team members come from diverse backgrounds with different skills and life experiences—and we love and celebrate those differences. We believe that employees are happiest when they’re empowered to be their full, authentic selves, regardless how you identify.  So, please come as you are. We can’t wait to meet you. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law."
152,Uline,3.7,Data Analyst (North of Chicago),"Chicago, IL",$65K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e0a2806c&cb=1615413378423&jobListingId=3789462051,"Data AnalystCorporate Headquarters12575 Uline Dr. Pleasant Prairie, WI 53158We're passionate about our products because our customers rely on them to run their businesses.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesWrite SQL queries to retrieve sales, customer and product data.Perform ad hoc analysis and create reports to illustrate performance, answer business questions and provide recommendations.Apply basic and intermediate statistical methods (e.g. data aggregation, regression analysis, time series analysis, etc.) to solve business questions.Collaborate with pricing team members to create reports, analyses and presentations.Build relationships with the Merchandising and Logistics teams to develop trust and understand processes.Create what-if scenarios to quantify the impact due to catalog price or vendor cost changes.Minimum RequirementsBachelor’s degree. Business, statistics, mathematics or computer science majors preferred.Proficient in Excel with exposure to SQL, Power BI and statistical methods.Analytical and organized with relentless attention to detail.Strong intellectual curiosity with willingness to learn new concepts and tools.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/DisabledUline is a drug-free workplace.#LI-LP1#CORP"
153,ARYZTA Careers,3.1,Procurement Analyst-Indirects,"Chicago, IL",$39K - $65K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_75881671&cb=1615413378423&jobListingId=4024154648,"Procurement Analyst-IndirectsCity & State:Chicago, IL, US, 6065460654Job Category: Procurement/Purchasing60654ARYZTA is a global baking company with a Passion for Good Food. We provide our retail and foodservice customers with a portfolio of bakery solutions so they can deliver memorable, delicious food to consumers. With operations in the United States, Canada, South America, Europe, Asia, Australia and New Zealand, ARYZTA has become a global leader in the baked goods industry and one of the largest specialty bakery companies in the world. Our leading bakery brands in North America include La Brea Bakery®, Otis Spunkmeyer®, and Oakrun Farm Bakery®. We have 58 state-of-the-art bakeries and kitchens around the globe, with 20 of those in North America, and are committed to driving innovation, predicting upcoming consumer trends and flavors, and exceeding our customers’ expectations. The Americas team champions the values of Integrity, Ownership, Customer Focus, Creativity and Care to help us deliver on People Safety, Food Safety, Quality and Collaboration.Job TitleProcurement Analyst – IndirectsLocationChicago, ILDepartmentProcurementReporting toDirector, Procurement – Indirects, Capital, & CapabilitiesKey AccountabilitiesThis position will be responsible for supporting ARYZTA’s Indirect Procurement area. This role is responsible for analytics and savings reporting as well as coordinating with both internal stakeholders and suppliers on sourcing activity and to negotiate MRO, HR, Marketing and IT contracts. Responsibilities include Strategic Sourcing and Contracting in Indirect Procurement, Procurement operations and change management. Additionally, the candidate is expected to foster and manage strategic relationships with internal/external customers and suppliers.ResponsibilitiesCollaborate with business stakeholders at all levels of the organization to achieve savings targets, improve supplier performance, minimize supply chain risk, and maximize supplier collaboration and innovation.Partner with Legal to negotiate supplier contracts.Interface with Finance, Bakery Leadership, and other stakeholders in pursuit of savings targets.Lead contracts and supplier implementations.Ensure compliance to Procurement Policies and key supplier contracts across the company.Facilitate sourcing strategies for all Indirect spend categories, including MRO, HR, Marketing and IT.Support bakeries with supply challenges.Skills, Experience & QualificationsBachelor's degree required2-5 years of relevant experience in Indirects sourcing and procurementDemonstrated success using analytical skills, as well as written, and verbal communication skillsStrong Financial acumen and problem solving skills with the ability to collaborate and work effectively across multiple functions and personalitiesAdaptable, flexible, positive, open to learning, developing and welcoming of new ideasAccessible to internal and external clientsWell organized, and able to work on multiple tasks in a dynamic, fast paced environmentSelf-motivated and entrepreneurial spirit, ambitious, ability to operate without supervisionExperience with supplier negotiationsExperience working with Microsoft OfficeSAP experience preferredARYZTA is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status."
154,Uline,3.7,Senior Research Analyst (North of Chicago),"Chicago, IL",$58K - $105K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1044074&s=58&guid=000001781e23f816b2640b50e728149d&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff234b60&cb=1615413378423&jobListingId=3685961148,"Senior Research AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With a long history as a stable employer, Uline is an essential business committed to providing the products and services our customers rely on.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesResearch, synthesize and communicate insights on industry trends, competitor dynamics, evolving customer needs and emerging channel choices.Collaborate internally, assimilate business strategies, opportunities and challenges and deliver recommendations to company leadership.Design and create informative, thought-provoking memos, reports and presentations that convey actionable insights and informed decision-making.Minimum RequirementsBachelor's degree required. MBA preferred.7+ years of experience in competitive intelligence, market insights or strategy within a corporation or consulting firm.Excellent written and verbal communication skills. Strong editing skills.Advanced Microsoft Office skills (Word, Excel, PowerPoint).SQL and other data scripting languages (R, Python) a plus.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-JF1#CORP"
155,Codifyd,4,Business Analyst,"Chicago, IL",$40K - $76K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1168196&s=149&guid=000001781e271f35b08674cdb2fb899a&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_e53b0ed9&cb=1615413584629&jobListingId=3767888644,"Job Description

As a market leader in providing master data management solutions, our Connect Consulting Practice team members engage with our clients to assess and implement best-of-breed applications to address their product, vendor, and customer data needs. Codifyd partners with leading MDM/PIM software vendors including Stibo Systems, Informatica, EnterWorks, and inRiver in delivering these solutions. We are currently looking for a Business Analyst with hands-on experience to gather detailed business and technical requirements, create business use and test cases, and to act as a liaison by creating direct channels of communication between technical and business teams. If you have at least 4 years of relevant professional work experience and strong business analyst experience, this is the opportunity for you.

Responsibilities

Lead in-person discovery meetings with clients and stakeholders to evaluate current PIM/MDM systems and processes along with adapting unique business needs to create and recommend new PIM/MDM solutions.Document components to integrate PIM/MDM solutions with external applicationsDesign and build workflows and custom portal components to enhance governance and quality of product data solutionsDefine test cases and develop and execute test plansDocument business requirement for business processes and abide by those requirements for future projectsCompile analysis reports that are delivered to developers and follow-up on all resultsImplement a comprehensive management plan for each projectHold regular stakeholder meeting to keep all interested parties updated on project progressBuild and maintain long-term client and business partner relationships70-90% Travel Required

Requirements

4+ years of relevant business analyst work experienceStrong Microsoft Visio skillsExperience with both agile and waterfall project formatsStrong experience in user testing and project managementExcellent interpersonal, communication and team-facilitation skillsStrong analytical and problem-solving skillsBachelors degree in Business, Supply Chain, or related major such as electronic engineering; Computer Sciences degree a plus; Masters degree a plus, PIM/MDM experience with major platforms (Stibo, Enterworks, Informatica, inRiver, Infosphere) a plus

About Codifyd

At Codifyd, we transform the way distributors, manufacturers, and retailers leverage the digital landscape. With a product content-centric approach, we create a failsafe system for organizations to manage complex data and information required in todays digital commerce marketplace. Our digital transformation services and AI technologies enable operational efficiency for organizations and their channel partners, while providing a superior research-to-purchase experience for end users and financial growth for sellers.

The Codifyd team is comprised of bright, talented, and experienced professionals working in a fast-paced culture where every team member has autonomy and responsibility. We value innovative thinking, elegant and pragmatic design, exceptional team chemistry, and innate passion to make an impact.

Powered by JazzHR"
156,Ryan Specialty Group,3,Business Analyst,"Chicago, IL",$47K - $85K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1044074&s=149&guid=000001781e271f35b08674cdb2fb899a&src=GD_JOB_AD&t=SRFJ&vt=w&cs=1_4af633a7&cb=1615413584629&jobListingId=3725189326,"Ryan Specialty Group is looking for an Business Analyst to join our Chicago, IL team. We are a fast paced, energetic and rapidly growing organization that offers a great opportunity for someone interested in further developing their career. Ryan Specialty Group has been named one of the ""Best Places to Work 2020"" by Business Insurance, and has been named ""2020 top Insurance Workplace"" by Insurance Business America.Position Summary:The ideal candidate has a strong Business/IT background and is seeking a career in a rapidly expanding company that provides targeted capital investments in talent and companies. The Business Analyst will be responsible for configuring, troubleshooting and training for our MGA/MGU Agency management system.Essential Functions:Provide administrative support and training on an MGA/MGU Agency management system.Specify, document, and test additions and modifications to the system.Troubleshoot application errors.In conjunction with users, isolate problems, determine solutions or alternatives, and develop and implement a resolution.Look for opportunities to improve user instructions or train for better understanding.Creates SQL driven reporting, both ad hoc and for regular use.Creates or modifies complex Excel spreadsheets and Word documents incorporated into the agency management system.Ensures the integrity of the system at all times including data integrity when developing, maintaining or enhancing setups and reports.Special Projects to be assigned as needed.10-15% Travel.Education/Experience/Skills:BA/BS degree in business and/or a technology related field a plus, but not required.3 years’ experience in an office environment and MGA/MGU experience preferred.Experience configuring an MGA/MGU agency management systems a plus.Structured Query Language (SQL) skills preferredStrong MS Excel skills.Excellent verbal and written communication skills.Extremely detail-oriented.Able to work independently and juggle multiple projects and clients.Strong experience with core business applications & processes.DisclaimerRyan Specialty Group is an Equal Opportunity Employer"
