,company,job_title,location,salary_range,link,description
282,Uline,Business Analyst (North of Chicago),"Chicago, IL",$70K - $85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_df624ec7&cb=1615251416686&jobListingId=3798237670,"Business AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With Uline’s continued growth, we need a team that ensures we stay true to our company motto of Speed, Passion and Operational Excellence. Our Executive Operations team keeps us on track by conducting internal operational audits, analyzing company performance and reporting findings and recommendations to Uline’s President.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesReview and summarize financial and operational data and provide executive summaries with recommendations to senior management.Investigate root causes and provide analyses and recommendations for improvement in business operations.Recommend growth and cost-saving opportunities and participate with business leaders on implementation.Review, comment and follow-up on customer comment reports.Analyze weekly and monthly reports and develop solutions to improve performance.Assist in audits and provide suggestions and feedback.Minimum RequirementsBachelor’s degree.3+ years’ experience in a business operations / financial analysis role.Working knowledge of analytical and planning techniques to evaluate current business performance and modeling to assess future capital investments and acquisitions.Strong quantitative skills with proficiency in Excel, Word, PowerPoint and Access or SQL.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-SN1#CORP"
283,Uline,Customer Service Analyst (North of Chicago),"Chicago, IL",$39K - $86K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_2dde7255&cb=1615251416686&jobListingId=4023052492,"Customer Service AnalystMilwaukee Branch12355 Uline Way, Kenosha, WI 53144Customer Service is the heartbeat of our company. We depend on our Call Center employees to serve our customers and fulfill our promise of reliability.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesProduce reporting and KPI tracking to provide management with greater insight into Contact-Center operations leading to more informed decisions based on business intelligence.Format information and produce associated visuals, charts and graphs.Create and execute MS SQL queries or Power BI dashboards for a variety of performance, statistical and ad hoc business reports.Pull and examine relevant information from different sources including the Customer Service data warehouse, phone and workforce management systems, AS400 and relational databases.Translate data findings into clearly written, actionable recommendations for upper management based on analysis.Minimum RequirementsBachelor's degree.3+ years analyst experience.Strong understanding of Microsoft Office (Excel, Word, Access) and SQL.Experience with Power BI and/or data visual techniques a plus.Detail-oriented with advanced data and statistical analysis skills.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café and outdoor patio.First-class fitness center.Beautifully maintained walking trails.Free chair massages.Numerous employee appreciation events throughout the year.Opportunities for community involvement.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 38,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-JF1#CORP"
284,Parts Town,Sr. Marketplace Analyst,"Addison, IL",$40K - $74K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd84e4d3&cb=1615251416686&jobListingId=3823210978,"See What We’re All AboutAs the fastest growing distributor of foodservice equipment parts, we like to do things a little differently. We believe our team should be like family. Not like a second cousin, twice removed, but more like the family you choose to be with every day. First, you have to demonstrate our core values and keep safety as your #1 priority, that’s key. But we’re also looking for unique enthusiasm, high integrity, courage to embrace change…and if you know a few jokes, that puts you on the top of our list.Do you have a genius-level knowledge of foodservice equipment parts? If not, no problem! We’re more interested in passionate people with fresh ideas from different backgrounds. That’s what keeps us at the top of our game. We’re proud that our workplace has been recognized for its growth and innovation on the Inc. 5000 list, twelve years in a row and the Crain’s Fast 50 list eight times. Plus, we were voted by our Chicagoland team as a Chicago Tribune Top Workplace in 2020.If you’re ready to roll up your sleeves, go above and beyond and put your ambition to work, all while having some fun, let’s chat – Apply Today!PerksParts Town Pride – check out our virtual tour and culture!Quarterly profit sharing bonusTeam member appreciation events and recognition programsVolunteer opportunitiesCasual dress codeAll the traditional benefits like health insurance, 401k/401k match, employee assistance programs and time away – don’t worry, we’ve got you covered.The Job at a GlanceThe Sr. Marketplace Analyst (internally referred to as a Data Detective) is responsible for managing and analyzing the business performance of e-commerce channels via online marketplaces. This position will be the subject matter expert of business processes, sales and operational data, and key metrics that determine the overall health of the channel. This position supports the product assortment and merchandising strategy, and owns the analysis and optimization to help improve operational efficiencies, define pricing models, and design tests of marketing programs and sales initiatives.A Typical DayFocus on driving Marketplace sales growth through price optimization & strategic SKU additionsCollaborate with Marketplace category managers & internal stakeholders to improve data & processesMonitor a multitude of data for all Marketplace accounts to be more efficient & productiveBuild out quantitative tools to monitor account health, measure progress, and drive growthWorking with leadership to provide timely and accurate insight into the sales channel to maximize growthIdentifying and implementing new business intelligence technologies to improve communication and access to key metricsAnalyzing customer and sales data to make recommendations and implementation to improve efficiency and profitabilityMaximize channel performance by improving listing quality, search optimization, buyer feedback, and seller ratingProduce regular reporting and data analysis on channel specific metricsEngage relevant team members to act upon customer needs in a timely manner and drive resolution from start to finishTo Land This OpportunityYou have 3-5 years of experience in a similar business analyst roleYou are passionate about Analytics!You have solid working knowledge of all third-party MarketplacesYou demonstrate a passion for project management and utilizing new technologiesYou can self-manage changing priorities and tasksYou have knowledge of Access, SQL, + Crystal ReportsYou are proficient in MS Excel and have a basic understanding of relational databasesYou thrive in a fast-paced environment and adapt well to changeYou enjoy using your problem-solving skills as well as written and verbal communication with a can-do attitude!You are a self-starter who proactively digs into data to uncover insightsYou thrive with ambiguity and have an entrepreneurial spiritAbout Your Future TeamAs an important part of our culture, we take pride in having fun while making a big impact. We’re passionate about celebrating birthdays, milestone anniversaries and team wins!Parts Town welcomes diversity and as an equal opportunity employer all qualified applicants will be considered regardless of race, religion, color, national origin, sex, age, sexual orientation, gender identity, disability or protected veteran status."
285,PNC Financial Services Group,Loan Processing Analyst (LO),"Downers Grove, IL",$27K - $53K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_c291c05f&cb=1615251416686&jobListingId=3639018153,"Job ProfilePosition OverviewAt PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. As a Loan Processing Analyst within PNC's Retail Lending Services organization, you will be based in Downers Grove, IL, Jacksonville, FL, Pittsburgh, PA or a remote location may be considered.Job DescriptionProcesses, analyzes and verifies submitted individual credit and income documents to ensure that varied and complex residential loan applications are complete.Manages customer experience throughout the origination process. Ensures compliance with established policies and procedures. Partners with internal and/or external partners to route communications, documents, or other action items to complete transactions. Identifies and may address exceptions; escalates appropriately.Manages the review and processing of residential loan information of varying complexity, including loan applications and credit documents. Prepares and forwards documents to appropriate parties.Verifies all required borrower documents are collected and acceptable under the firm's policies and procedures; ensures these documents have been received.Provides responses and documentation for inquiries and ad hoc requests. Completes research. Provides feedback on workflow and work received. Recommends best practices to team members. May participate in projects and initiatives.PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.CompetenciesAccuracy and Attention to Detail – Understanding of the necessity and value of accuracy and attention to detail; ability to process information with high levels of accuracy.Decision Making and Critical Thinking – Understanding of the issues related to the decision-making process; ability to analyze situations fully and accurately, and reach productive decisions.Effective Communications – Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors.Flexibility and Adaptability – Knowledge of successful approaches, tools, and techniques for dealing with changes and adapting to a changing environment; ability to adapt as needed.Influencing – Knowledge of effective influencing tactics and strategies; ability to impact decisions within and outside own organization.Managing Multiple Priorities – Ability to manage multiple concurrent objectives, projects, groups, or activities, making effective judgments as to prioritizing and time allocation.Operational Functions – Knowledge of major functional processes and associated operating requirements; ability to apply this knowledge appropriately to diverse situations.Problem Management Process – Knowledge of and ability to bring a reported problem to successful resolution.Products and Services – Knowledge of major products and services and product and service groups; ability to apply this knowledge appropriately to diverse situations.Work ExperienceRoles at this level typically require an Associates or equivalent degree as well as related experience or product knowledge to accomplish primary duties. Typically requires 3+ years experience. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.EducationNo DegreeDisability Accommodations Statement:The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.Equal Employment Opportunity (EEO):PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.California ResidentsRefer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices."
286,Uline,Supply Chain Data Analyst (North of Chicago),"Chicago, IL",$65K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7d4edd3&cb=1615251416687&jobListingId=3769001705,"Supply Chain Data AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesAnalyze company operations, including performance and productivity data, error rates and their root causes.Independently interpret results using a variety of techniques, ranging from simple data analysis to complex data mining.Analyze reports to identify distribution operational issues.Conduct ad hoc analyses on various departments and branches.Design, develop, implement and maintain business solutions to improve performance.Minimum RequirementsBachelor's degree.2 years experience.Working knowledge of SQL, data extraction and analysis a must.Experience in a distribution, supply chain or warehouse environment a strong plus.Excellent proficiency in Microsoft Office, especially Excel.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-SN1#CORP"
287,Tampico Beverages,BUSINESS ANALYST,"Chicago, IL",$58K - $108K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1183596&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_b2660cd1&cb=1615251416687&jobListingId=3818441886,"Tampico Beverages, a growing multi-national company with corporate offices in Chicago, has an immediate opportunity for Business Analyst

ABOUT US:Bottling Irresistible– Discover Flavors of Fun!

Here at Tampico, we are constantly striving to create moments of joy for our consumers through our products and an awesome culture to our employees! Besides being one of the top selling brands of Refrigerated Juice Drinks available in groceries across America and around the world, we are a team of dedicated people focused on bringing our consumers the best tasting, highest quality products at the best value. Please visit our website at www.tampico.com for more information.

Our dedicated and inquisitive team is behind everything we do, we are always improving. We offer a competitive salary and comprehensive benefits such as vacation, health, dental, vision, life insurance, short/long-term disability, employee assistance program, tuition reimbursement, wellness program, ESOP, and the option to participate in the company’s 401K plan. We can only imagine what the future holds, but we know it will be irresistible.

POSITION SUMMARY:

The Business Analyst provides support and administration for all business applications included but not limited to: Dynamics GP environment, EDI, SharePoint, Helpdesk, PowerBI, and Salesforce. They are responsible to analyze user requests and issues for business applications and determine if requests or issues can be done internally or by applicable vendor. The Business Analyst works with Senior Business Process Manager& Vice President of Technology on outside vendor requests to ensure the requests are reviewed and approved to meet budget requirements.

RESPONSIBILITIES:

Support and administer the following software: Dynamics GP, Salesforce, SharePoint, POS Site, Spiceworks and PowerBISupport& grow with EDI Prioritize and ensure Helpdesk tickets are addressed in a timely mannerDevelop and report timelines and project statuesManage projects and request costs against budget expenditures


QUALIFICATIONS:

7 years of experience working with in Dynamics GP; 5 years of experience with MS SQL; EDI, PowerBI and Salesforce experience a plusBachelor’s Degree in Computer Science or Business - requiredProficient in Microsoft Office Excellent communication, interpersonal and organizational skillsAbility to organize and manage multiple projectsIdeal place of residence: Chicago, IL or surrounding suburbs

NOTE: Relocation is not provided for this position. No phone calls please"
288,Uline,Financial Analyst (North of Chicago),"Chicago, IL",$63K - $74K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_0f2684a4&cb=1615251416687&jobListingId=3677159017,"Financial AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With a long history as a stable employer, we continue to look for passionate college graduates to join our team.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesReview financial statements for assigned business units and identify key trends, variances and opportunities for performance improvements.Assist with monthly and ad hoc analysis throughout all of Uline's departments and branches.Present performance improvement recommendations to Uline's senior leadership, including the CFO and Corporate and Branch Management.Work independently to develop and review Uline's annual budget and forecast.Minimum RequirementsBachelor's degree in finance or accounting.Highly adept in Microsoft Excel, Access and Word. SQL experience a plus.Strong team player with a desire to advance within the Finance department.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with a 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/DisabledNOCBPOST"
289,Reyes Holdings,Trans & Ops Systems Analyst,"Rosemont, IL",$40K - $75K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_d4b8482d&cb=1615251416687&jobListingId=3777923706,"We are Driven by Excellence, Dedicated to People in everything we do…no matter the job. A unique and fulfilling work experience comes with every position within the Reyes Family of Businesses - where there’s always an opportunity to grow and develop in a family-owned environment grounded in values and ethics.Position Summary:The Transportation and Operations Systems analyst will be responsible for development, maintenance and oversight of relevant transportation and operation solutions.Position Responsibilities may include, but not limited to:Establish an advanced level of knowledge for Infor EAM, fleet telematics and other transportation system and the Reyes Holdings businesses that use it.Manage Infor EAM system administration and configuration modules; workflow development and administration.Provide technical expertise with security setup, maintenance, and troubleshooting for Infor EAM, fleet telematics and other transportation systems.Oversee and maintain Infor EAM, Xatanet and other transportation systems reports; run queries against a SQL database and create ad hoc reports.Analyze complex problems and perform application configuration changes for enhancements and change requests.Assist with data migration, upgrades and enhancements on Infor EAM, Xatanet and other transportation system.Perform quality assurance processes: perform test runs, coordinate testing, and resolve test deficiencies prior to deployment of system enhancements developed with .Assist with end user training and consultation for Infor EAM.Serve as primary contact for Infor EAM users and ITSC (IT Service Center).Plan and execute system fixes/patches fixes/patches to Infor EAM or other transportation systems.Identify and communicate Infor EAM, Xatanet or other transportation systems defects to vendor.Monitor Infor EAM system performance; troubleshoot and resolve technical problems.Serve as liaison between vendor and Infor EAM system, Xatanet and other transportation system users to resolve issues.Provide assistance for supported platform environments, including development, testing, training and production.Other projects or duties as assigned.Required Skills and Experience:Bachelor degree in related field or equivalent work experience3-5 years of computer software experience in computer systems development and analysis, applications programming or configuration, database administration, and data communicationExperience in identifying client business requirements and translating them into functional specificationsIntermediate knowledge of Microsoft SQL Server database structureIntermediate knowledge of and ability to use SQL programming languageIntermediate knowledge of report writing tools (e.g. Cognos, Crystal Reports)Excellent customer service skills and strong interpersonal skillsStrong organizational skills with great attention to detail, with strong analytical and problem-solving skillsProfessional written and verbal communication skills, with good ability to communicate with different levels within an organizationExcellent verbal and written communication skills.Proficient in Microsoft Office.This position must pass a post-offer background and drug test.Preferred Skills and Experience:Understanding of asset management systemsUnderstanding of fleet maintenance or any maintenance type systemUnderstanding of electronic logging systems for tracking federal hours of service regulationsKnowledge of programming languagesPhysical Demands and Work Environment:Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Due to the nature of our business in regard to such things as delivery schedules, order inputs, selection, and Department of Transportation Hours of Service, overtime, attendance and punctuality are essential job functions. Should an individual in this classification not be able to adhere to this requirement due to a disability, they should contact their Human Resources department to see what, if any, reasonable accommodation may be made.As an Equal Opportunity Employer, Reyes Holdings companies will recruit and select applicants for employment solely on the basis of their qualifications. Our Practices and Procedures, including those relating to wages, benefits, transfers, promotions, terminations and self-development opportunities, will be administered without regard to race, color, religion, sex, sexual orientation and gender identity, age, national origin, disability, or protected veteran status and all other classes protected by the Federal and State Government. Drug Free Employer."
290,Fresenius Kabi,SR FINANCIAL ANALYST,"Melrose Park, IL",$53K - $79K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_b564016e&cb=1615251416687&jobListingId=3809765464,"Job SummaryConduct detail and summary analysis to identify, communicate and explain operational variances to senior management at departmental and reporting unit levels. Assist in leading annual budget, strategic planning and quarterly forecasts for applicable reporting unit. Prepare various ad hoc financial analysis to support management decision making. Support in the development of process improvements within financial planning. Use SAP to obtain, prepare and compile information on behalf of the business/division unit and production units. Prepare journal entries and perform analysis of data utilizing SAP and other related systems. Under general supervision, in charge of accounting activities and the corresponding managerial and financial reports.ResponsibilitiesCollect, prepare and analyze financial actuals, budget/forecasts and variance reports on a monthly, quarterly and annual basis for the multiple divisions and production units including Contract Manufacturing & OH.Prepare and execute monthly actual, forecast and budget projection uploads into FK Systems related to Sales and full P&L.Prepare, analyze monthly results and reports for BU NAM.Responsible for ensuring the accuracy of the Fresenius Kabi Legal and Management financial systems in BU NAM.Responsible for Standard cost calculation support and corresponding system improvements and projectsResponsible for ensuring the accuracy of the Fresenius Kabi SAP system requirements to include phased forecast and budgeted projections for BU NAM.Participate in the development and implementation of the strategic planning process for BU NAM.Assist in financial studies regarding projected changes in revenues and expenditures for BU NAMConduct analysis to improve the operational and financial effectiveness and process improvement of the applicable reporting units.Develop internal financial reports for forecasting/trending/and results analysis.Assist in the development, programming and process improvement within financial systems.Prepare journal entries, account reconciliations, accounting estimates and analysisCoordinate and prepare monthly actual spend data reports for meeting with cost center ownersPrepare, analyze and report monthly, quarterly and annual A/R results and projections for applicable units.Ad-Hoc Financial analysis ranging from Sales & Distribution to Operations.Job RequirementsBachelor’s degree in Accounting/Finance required, MBA, CMA or CPA preferred5+ Years of related work experienceProficiency in MS office and other technical programsFinancial and operational modeling skillsSAP experienceStrong written and verbal communication skills.A high degree of accuracy and attention to detail is requiredThis position will interact with all levels of employees throughout company.Thorough understanding and working knowledge of accounting principlesTime flexible during peak periods of the year and holidaysAdditional InformationWe offer an excellent salary and benefits package including medical, dental and vision coverage, as well as life insurance, disability, 401K with company match, and wellness program.Fresenius Kabi is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disabilities, or protected veteran status."
291,Uline,Credit Analyst (North of Chicago),"Chicago, IL",$44K - $73K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3f5b624&cb=1615251416688&jobListingId=4015497350,"Credit AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158At Uline, Finance isn’t just about the numbers; it’s about supporting the entire business.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesAnalyze a high volume of orders requiring credit review and answer 30+ incoming calls per day.Meet daily release deadlines to ensure customer orders are processed accordingly.Set and adjust credit limits based on customer requests and / or past payment experience.Contact customers with past-due balances to determine cash flow status.Handle email communication with customers and internal departments.Analyze signs of possible fraud to determine account validity and protect company assets.Perform various analyses, including thorough reviews of financial statements and preparation of reports.Minimum RequirementsBachelor’s degree.2+ years experience in credit, collections or call center environment preferred.Bilingual (English / Spanish) preferred.Proficient in Microsoft Word and Excel.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with a 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 38,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-TE2#CORP"
292,Uline,IT Business Analyst (North of Chicago),"Chicago, IL",$70K - $85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1044074&s=58&guid=00000178147c9dfe9ae23b2a60e97017&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4a5265c&cb=1615251416688&jobListingId=3818294484,"IT Business AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158Uncover your full potential in a collaborative environment where you'll design, develop and deliver custom solutions to big challenges. And you'll be doing it for a proven industry leader that runs one of the largest e-commerce sites in the U.S.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesWork closely with the business to understand problems and identify the work needed to implement future state solutions.Document and analyze current state business processes and the underlying systems and applications.Conduct meetings with stakeholders to gather user requirements.Write user stories and lead backlog grooming/refinement sessions.Analyze existing and new software solutions to find the most effective way to meet business needs.Validate business, functional and technical requirements.Create product/project backlogs consisting of Epics, Features, User Stories and Tasks.Produce timely and high-quality work products, including specifications, process flows, mock-ups and wireframes.Plan and execute System/Functional Testing and User Acceptance Testing.Minimum RequirementsBachelor's degree.4+ years of experience in a Business Analyst or related role.6+ years of overall IT experience with significant involvement in software development.Significant experience with both traditional Waterfall SDLC and Agile/Lean methodologies.Experience with Atlassian/Jira/Confluence and Microsoft TFS a plus.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-SR1#CORP"
